id,title,type,genres,averageRating,numVotes,releaseYear
tt0250258,The Experiment,movie,"Drama, Thriller",7.7,97637.0,2001.0
tt0250274,The Brothers,movie,"Comedy, Drama, Romance",6.3,5213.0,2001.0
tt0250310,Corky Romano,movie,"Comedy, Crime",4.7,13988.0,2001.0
tt0250323,The Deep End,movie,"Crime, Drama, Mystery",6.5,12320.0,2001.0
tt0250415,Har Dil Jo Pyar Karega...,movie,"Comedy, Drama, Musical",5.1,5081.0,2000.0
tt0250468,Killing Me Softly,movie,"Drama, Mystery, Romance",5.4,20172.0,2002.0
tt0250478,Nico and Dani,movie,"Comedy, Drama, Romance",6.7,6388.0,2000.0
tt0250494,Legally Blonde,movie,"Comedy, Romance",6.5,265822.0,2001.0
tt0250638,PTU,movie,"Action, Crime, Drama",7.0,5409.0,2003.0
tt0250687,Rat Race,movie,"Action, Adventure, Comedy",6.5,126589.0,2001.0
tt0250720,See Spot Run,movie,"Action, Comedy, Crime",5.4,9962.0,2001.0
tt0250797,Unfaithful,movie,"Drama, Romance, Thriller",6.7,102822.0,2002.0
tt0251031,Series 7: The Contenders,movie,"Comedy, Thriller",6.5,6768.0,2001.0
tt0251114,Hart's War,movie,"Drama, War",6.4,56567.0,2002.0
tt0251127,How to Lose a Guy in 10 Days,movie,"Comedy, Romance",6.5,296457.0,2003.0
tt0251160,John Q,movie,"Crime, Drama, Thriller",7.1,148654.0,2002.0
tt0251433,Time and Tide,movie,"Action, Crime, Thriller",6.7,5249.0,2000.0
tt0251736,House of 1000 Corpses,movie,Horror,6.0,97066.0,2003.0
tt0251806,Long Time Dead,movie,"Horror, Thriller",4.7,6177.0,2002.0
tt0252028,Surviving Christmas,movie,"Comedy, Romance",5.5,29488.0,2004.0
tt0252076,Maid in Manhattan,movie,"Comedy, Drama, Romance",5.4,99328.0,2002.0
tt0252299,Buffalo Soldiers,movie,"Comedy, Crime, Drama",6.7,25978.0,2001.0
tt0252444,Rabbit-Proof Fence,movie,"Adventure, Biography, Drama",7.4,31048.0,2002.0
tt0252480,The Grey Zone,movie,"Drama, History, War",7.0,11768.0,2001.0
tt0252501,Hearts in Atlantis,movie,"Drama, Mystery",6.9,42113.0,2001.0
tt0252684,Manic,movie,Drama,7.1,10331.0,2001.0
tt0252866,American Pie 2,movie,Comedy,6.4,278416.0,2001.0
tt0252963,The Bunker,movie,"Drama, Horror, Mystery",5.4,6262.0,2001.0
tt0252985,Ask Me If I'm Happy,movie,"Comedy, Drama",7.1,8767.0,2000.0
tt0253200,Last Orders,movie,Drama,6.9,6945.0,2001.0
tt0253474,The Pianist,movie,"Biography, Drama, Music",8.5,965623.0,2002.0
tt0253556,Reign of Fire,movie,"Action, Adventure, Fantasy",6.2,149092.0,2002.0
tt0253754,Star Trek: Nemesis,movie,"Action, Adventure, Sci-Fi",6.4,85871.0,2002.0
